id,followers,following
ricromanc73,139,502
superchannel22,0,21
luisj336,60,218
RevistaLibertas,2038,981
ciaobellasoph,14,76
kevinortegahdz,136,542
katygarcia2003,404,274
victormoran86,563,883
KimArmengol,4302,1237
Yo_Xoa,1255,561
joseSanci,21,149
CasgRbsel,28,57
MarceloGlzDiaz,53,173
donjardon,1172,1870
merrr_cy,302,421
rubenricano,6216,4180
luisrmonroy,299,118
anaclarabormida,414,750
ifidanza,14608,1310
L,3,3
PanistaEdomex5,557,866
marianasevilla,611,766
SoudiJimenez,2143,169
lrincon190951,1440,0
VicktorLTD,1700,3585
jeii_pi,160,308
ashrarae,4112,3674
josevj56,119,412
AlmaK_,259,227
CSchererLucia,171,246
joel_zalazar,216,534
Cosanteresante2,172,224
fjaviercalzadav,319,263
SomosProceso,4264,1250
LiliMedrano,226,342
LNoredlac,91,664
LeonBenLarregui,667815,721
sandylopez1959,112,245
Tukarivida,481,581
AnaLauraRR,805,625
VictorHCubedo,70,190
olafdickinson,299,648
reddish2,465,1618
patmex,550,819
ElHoyoDeFrank,1391,3118
riclest,2845,2006
lsrcrd,37,168
gussmex25,10,102
PandyPandyblue,67,271
balapodrida,1075,114
7Katzi,44,98
r3y66c,941,2206
jmbandac66,101,220
Allisonband,37314,3565
iyllescas,2072,820
MiguelFH99,283,864
EdithTexoloc,128,183
aleparrac,1363,1180
MilenioRadioJal,67402,931
jbarrera4,11218,2300
alan15xa,325,250
riveraamanda712,43,61
AlmanzaEli,16,77
caraduramx,91099,751
D_Gilead,1051,567
ROMIDAKANO,609,1082
BastidaIssis,98,67
jaime_mungu,57,89
noraicastro,2040,461
Luis_Huacuja_A,1851,1437
Armandotrejot,88,372
coizta_grecko_b,413,123
valeriaregia,347,733
Ponyfd,164,252
chuyeoarcos,987,1124
revistamexicon,247,389
Universo2950,96,728
adictoapple,5974,4546
gil24r,3,89
gbrsantamaria1,143,204
Maesebear,292,1983
andreatorresgax,12,156
Tolstoileon,970,2141
Farfanmx,43,202
AlmaDLimon,3060,4355
purplealfil,6,53
ArletteBG,111,260
xaguirrep,838,411
PolitologaLis,1031,1531
rr_camacho,388,277
CULTURAMC_JDA,241,64
coorscar,262,380
HVivesSegl,973,0
LaRazon_mx,93095,1768
franciscoyapo,2102,1521
chrisjiga,521,711
RescatemosVER,3536,3353
monlaferte,114245,17051
GuadalupeOcamp1,129,102
Cindy_ETM,38,67
DipCiudadanoMX,54216,150
maris_pedrito,21,35
Calle13Oficial,1747,7
angyyea,65,178
IdeCGDL,1099,312
rferojas,159,176
alfredfernandz,87,436
AlexItesm,4049,2602
ivabelle_a,4507,1420
lupereyes,1029,2001
CColumba,45122,27261
marcela_Om,389,595
bon_miller,698,1367
CesarFdzGarcia,33,279
halewija06,16,127
gpelaez_,186,224
gerurb10,686,2078
codice_informa,5931,0
rolandoideas12,2398,3409
PsychoK6,144,213
abogabf,1707,985
natsmcv,265,60
Danovillegas,70,124
AbnerSoriano,1338,2046
adrifadi,11334,4984
mazetito,1748,1472
jualcogar,1289,59
ErickMar24,213,953
cgl_13,68,471
piyithepiy,63,101
anibal1711,1168,2357
Diana_J_M,314,484
benaturaal,285,1519
de_isolda,47,150
AlanMagibert,67,158
DARWINA_J,133,446
fallin72,62,234
gaviero1,590,986
IgualaDCIGM,419,56
Ricardo__Dupree,139,169
TaniaERS,486,933
glooboos17,45,124
JohnGouvas,816,774
DMontiell,583,543
ismaxapu,46,83
LaCamila93,132,392
marhe98,55,269
blanmorales,983,2098
Lish00,157,546
Puka_yana,98,234
RitaGarN,80,181
helissi,152,417
debuenambiente,389,944
yenzarate,822,868
ElTxoroMatutino,12257,1138
FJhoseline,374,2571
sadotsan,882,1470
dakampoz,70,155
Gloria_rocha,192,630
itskval,185,131
rurquia,221,201
nek042,290,337
Aledlarossa,536,508
ANAIS_QRO,102,779
BlackMag_Mx,24,20
Dulcecatuyo,910,646
tecos_BGA,456,2080
LinneMagazine,2014,1726
chiquenito_2,21272,19469
blachice15,203,303
VicenTorix,9,111
CASIANOCANDANGA,1070,2102
amaury_flo,366,1294
NouveauMonde5,3395,1856
SergioSaldanaZ,44647,19277
66Gamboa,435,420
Bonino_Riff,87,125
Cond_Politica,291,767
ClpLg,945,2581
saulescoba,470,339
imafreemind,531,1307
Marychelo_62,20,60
ROBERTOCbobby,89,174
DanielElicegui,2299,2491
TeruPoney,227,208
SadiqKhan,332736,7898
RevistaM1,201,4
IlseBiel1,178,594
washingtonpost,7710061,1310
71carm28,465,511
vivoz,162,361
Filosofastrillo,976,628
plumasatomicas,11838,4860
tere1712,1529,1942
ulloald,17,98
BiiLopz,216,443
reginitz,628,447
GamaOh,309,804
fictionrama,86,254
tatalacantor,434,777
maria23051994,751,706
deppsimonamour,229,107
phaulius666,39,120
Soy_Arguello,230,518
mariolopez72,10486,6876
TelmadelCarmen,88,230
AntonHVZ,221,223
laprimaqsarrima,14,82
sergio_untradio,1223,3322
ribarrar,242,202
reyessg,391,610
aibarra8a,274,411
CatnipMX,175,175
caburqui,263,591
meemorivera,284,520
Despiertaaaaa10,2167,267
Ruiz197846Ruiz,32,45
ks0l,293,137
brunoolfu,347,356
FurgerKarl,4,24
ferchoeducando,763,793
jorgeisraelh,2872,2086
caronte102,338,225
pomaresbort,1814,1984
Fotoflama,60,71
Fdznatt,434,2230
jayeczuc,24,128
AurumPhi,622,1262
norteadadelsur,149,112
darthcrowley,2285,985
jorgelspmty,448,2068
ana_kiiwi,676,609
AdrianaMujicaM,1253,253
KarmenChvez,465,1015
maricelaj206,47,122
brujulacomunica,1479,1760
pepecache,39,202
EPNMatandoAMex,3413,4551
pinky_eage,129,657
ZyanLoony,166,375
Online_Mex,226,446
heughybeer,23,77
ofeliaguerrerom,16,86
aliciajimenezro,991,1402
galind_rodrigo,381,1073
rthomero,391,932
uncafeconlina,2315,758
rosecv13,1552,1659
mabesp22,92,361
MamiBoreal,240,106
daveparedesm,198,297
elcircotv,6938,7454
isauranieto,325,389
aliciavirgo,1020,1265
ARIAMEU,1038,1274
6e2a871828c64b4,5,28
carlomtzv,4122,2629
riveravazg,222,278
brendamsolano,264,414
michserenisima,975,1216
MiradaCriticaTV,2573,2610
juanita030603,95,125
milenniews,19,63
jorgesalceda,1798,1813
enelterreno,283,1434
seforu,112,475
mariobernal1975,1364,1019
peruma,15750,15612
BandidoDerek,101,221
caroluzza,378,661
VivoEnChetumal,17903,10808
muad_dib7,19,62
nocasti,23,34
lalamagica,2127,956
marinozxc,210,211
AquilesAquiles,12813,12145
AleexBlanco,200,110
nadxiiel,20,152
mujersonora,1037,1074
eurte,27,26
fernando25vale,132,164
DeliaImeldaSnc2,94,447
sauleiyer,480,1427
malawero,878,410
ulch_,76,69
rarenasvillegas,585,1312
konovalovgarold,292,1193
IvonneAJV,485,467
hombre985,217,146
Jomounth,418,598
puinamudt1,21,11
ssolvera5532,217,108
rosa6945,12,186
Issacarly,37,68
voyatientas,144,433
claudiacurto,1428,1435
AneyLr,34,256
magabarravil,449,718
LaIzqDiarioMX,2030,461
JoseRod2,20,79
Alicezahi,312,736
betata75,1075,1842
historiasvan,156,155
SergioFentanez,87,221
abdalacar,210,905
jcreyesmoreno,490,2091
Swodf,104,541
luisnietom,264,581
MaulAndrea,143,308
20m,1190174,50175
R_Lizano92,981,1598
OfeliaLozano5,31,144
ahagu,185,399
MOSENCAHUA,407,1019
KarenQuirogaA,10695,2536
LorenxoMedina,122,280
WellaKolestonLA,12005,4228
electrytza,83,193
albaser,9383,10316
YaserMorazn,502,137
FJDTepoz,1017,570
ale1182,1901,1686
elenaflorez,536,1734
soniapereda,5285,2560
fido_soto,87,76
orionorestes,163,832
LuisAguilar52,1689,1954
cancun_morelos,141,254
ElAndenMx,6045,2509
NoalGasolinazo,2487,2372
Scar_Mazatan,122,153
JFabianRamirezM,226,661
Borjach,3249,2859
zayrapaty,87,194
AmarSana,285,272
estefche,367,428
4fiti,1924,2687
lilythsan,737,1082
hsame2002,376,452
Camilazuir,15,65
fantazma,242,65
Indorum_Herbis,327,524
PepitoBarahona,882,1873
RosyLauraC,1247,2136
agustinavila,387,560
nunjman,27,33
utaifomylove,142,379
Vollberta,369,208
AramCuez,76,82
Beiby,370,360
heydavids,160,167
sophie_sant,4623,2605
Huemanzin,3128,999
lydiacachosi,970118,1350
r_ar86,433,820
rfestrellat,126,137
davidchafo,1318,1121
AnniMa_DG,62,232
blinovbayan1992,179,1024
juanluis11,3200,2252
RRobertoArteaga,2410,2319
mamito2805,60,90
huichis_mx,697,233
hey_messy,565,706
angepineda,388,565
bissou_bissou,62,134
ChicaVit,508,469
Texto007,2115,2325
EvelinEOMejia,43,157
PepaZambudio,20,174
nietoap,125,130
SylviaSoll,342,84
132LosAng,724,387
CanalMatrix,2908,3209
_lolcat_,511,107
ManuelNoriega04,285,510
foreodonto,214,384
casandra_rc,142,446
kipriangorbuno5,415,1393
LilianaHdz89,600,1885
ronin22,137,224
almacaraluna,1375,868
HelloKrizty,646,324
Andreakomio,4277,2898
Info_Activismo,3956,2374
HumanTaffy,293,559
FNxFamilia,4174,70
FNFPuebla,726,1032
Yoinfluyo,11985,5759
FNFVer,192,11
Reforma,2170403,236
losdramaqueers,1019,2033
CarnivalDec,214,217
MEXZITO,18185,11951
StephieRomero,284,282
_Lithiumflower,224,269
mon_arce,1180,711
valentinvelezro,11,35
096955,757,1146
liber_hr,275,330
lilyV23,88,82
Geokrata,561,1213
riffsforchris,383,1778
tiquitiqui50,559,864
darkid,1865,962
ElMexicanOnline,9493,980
javieryal,353,708
yamatuitter,1026,999
__IronGirl___,702,912
Gabriel13120315,19,192
chilapo7,714,2378
Paocazares,298,595
HoracioAltuna,8636,167
katia_larissa,108,74
EdgarLafitte,1712,2033
bozz_ferrari,1536,4329
adriancito81,12,115
agora_cdmx,412,2688
joseluisgcureno,3060,2659
elizatabaress,55,122
DulceMireles,2071,1305
elDiegoDiazIR,188,427
maytin63,1084,2131
storm690126,1455,2169
CHERG65,74,175
ALXMTLF,50,148
BrayanHgo,355,467
UriPalmaBernal,54,191
NetzahuatlG,45,97
CuliacanMorena,11144,8007
barbaracabazos,694,741
pita_mor,37,59
cafededi,179,104
MasunidadMexico,251,474
NOTIGODINEZ,22279,1004
lauraruedag1,95,273
eduorvi,328,550
roldanoliveros,359,891
SiyofueraSP,1397,1513
ASTRO_REY_JR,379,303
LaydaSansores,44981,1624
1983carlosl,14,66
GUADALAJARA_NYC,315,1657
incheput,75,288
GMOreyesM,24,167
pichonpage,427,433
LucyWonderful,538,1071
yolagury,401,394
saesli,126,318
idalia11rm,151,523
LeninCaceresc87,47,124
Lau_GCicenho,153,392
elcomercio,3097326,4206
cgcshelv7,41,177
nisa2906,207,46
EmilySologuren,93,657
aniiorozcoo,686,525
VrJenni,282,241
Vegdelanoche,1530,1889
roska_roja,497,877
MilenioHidalgo,83274,85
shaggysnap,29,224
maricruztoledo_,75,62
juanasanq,86,142
titagranadosg,81,55
muysuciojuan1,16,49
susanamoronn,80,46
kargutierreez,70,56
Mitiachelaa,81,63
santoslidia1,80,43
danielitomejia,64,105
AtochaArmando,86,110
MtzSatur,115,45
florcamachin,87,105
aleolmedooo,86,108
juanmarioguti,70,54
MirandasAlegres,78,54
chonitagutiie,85,108
angelespedro2,124,106
victoriajimenit,150,113
eliasjallito,84,120
jacintotore,126,97
marianalatinez,75,51
carlitostoledoo,89,112
JRgarciapena,80,106
paunavarretee,78,54
tonimoralespi,81,76
lupitagomeztie2,79,45
JuanAldanaG,80,107
salomonsantanaa,183,73
NicollGranero,79,57
paulita_bebe_,13,47
SandroArochi,143,53
saritadelao,182,44
santiagomngz1,11,46
laurasanchezgu,110,69
minnieolimonv,72,53
jorgegranadoos,79,75
CNTE_CHIAPAS,1270,75
lawyerestrada1,1736,2110
rippa_jose,29,188
azdrubal2007,2889,3457
ulabastida,3707,4299
lopez_carerr,16,73
Mariosotomx,0,10
marconaalmendra,21,21
ElenaValenciano,29454,5502
CommissionerHR,15041,782
sinteko,381,795
adycas2010,241,411
yukcic,87,379
pegu60,93,78
amilcaramaya,528,800
juan309393,765,2847
angelicadelap,13344,1949
Letra_fresca,57,177
MercheJona,248,1058
ayeePTATE,829,723
oikos_social,72,231
oswaldomadda,1849,2633
letticiags75,214,455
angelar07896642,30,121
majarones2014,219,761
OKtodo,207,408
osielramosm,312,427
ezarated,192,369
jonaortiz,293,751
Molecula30,113,404
luis_istllz81,599,1003
Accionxelcine,2858,3133
faaudiovisual,1114,341
Just_Dafne,1220,2741
aldomarsan,823,1535
SeyelSCR,31,45
VeroJanethGu,36,157
EfrenFerreira2,8,3
IntlCrimCourt,192998,1311
Kontxaki,3438,2957
MinekoKia,1857,230
mar_rosete,226,871
TERRENAL1961,1371,1602
oskardaran_jock,116,535
gordo_fucker,38,151
eshuertajavier,118,126
hugosgudino,173,31
alalita4,746,1246
ajedrez_29,134,246
Rashel_Spencer,13,92
xamasi99,114,391
PaoloXL,2469,2980
PerezDavidMX,2,1
IvonneDavid,283,1318
noelherdn4,120,625
estrels1,15,100
MandyVite,15,15
orballoza,43,180
ninel_isaev,349,1323
gvamericalatina,80680,937
ElenaLangarica1,20,133
ArgoMassimo,512,1605
karlama28060942,0,15
AldoEstrada8,84,83
IsauraOseguera,142,852
VallartaMarina,14,49
Eschela,177,218
anxxieety,89,118
Ingrid_dBarrera,24708,3793
TelemundoNews,528008,871
navamiguel_,649,839
DDHQro,7082,4990
thaniaconh8aa,103,396
EduChiapas,536,1031
ItaliaSauza,258,232
adrirm,127,285
beausted,657,1168
OscarCastor369,11,116
diego_morenaje,214,401
veronarvaez,50,108
csanextemerson,1111,227
SGBPlanet,136,598
ESTERNOCLOPODO,348,1076
uamero69,3101,2863
Chicoradioactiv,41,203
TellesyMartinez,173,156
05xadiel,90,84
conejoazulorama,2839,747
holabelafonte,2390,1538
ari_mtzg,644,1163
JoseGua12229950,829,1453
marinaslater,672,1416
laituecita,638,334
vrioir,50,425
pinchebit,6563,2101
domchiapas,572,952
De_liss,210,300
rufo_soto,284,423
chokola55,65,132
kenia1988,107,242
aaguayom,575,409
pflama,494,1251
patcreamer,109,150
ENDIKA59,2522,4009
dejamal13,1265,1508
ea_puerto,365,154
rovazmed,9,135
sigall1,146,292
guayavatour,117,142
hormigax,152,303
FernandoSabines,1857,2063
CatrinaGogo,530,2205
alfonsostebanez,188,168
Ceci13Rivera,308,161
TBreazy__,8,115
RobieCur,595,628
Kharsoto,564,111
lachola666,43,209
chemazepeda,378,192
elcavernario,70,429
revoltosa1952,634,1368
janice_soto,143,466
Ana3Marquez,140,256
lajosepacha,225,558
iccc6378,861,1192
CronopioX,24309,93
ronce_mora,279,378
zorrovaquero,81,147
judithadelita,115,182
BeTadzio,30,42
asafchernov95,425,1654
luxvitam,74,212
JoelFeliu,182,223
Maye_Dp,372,335
osomilenio,258,404
MAInvarato,111,207
JehuRamos,119,108
jadesoulrush,890,2005
A_Doble_L,205,266
Iripaneva,1177,1881
davidramosmoren,48,179
azul77_19,5981,6530
on,12350,12
Kari_VazGut,19,56
gonzalovegad,1576,849
tongorongo,3446,4126
noerrodriguez,10,10
mensajeranet,2074,1469
Cgtmemqv,505,469
maricardr,1632,1997
San_Balam,333,351
86Ateneo,935,586
Aldofelpa89,261,353
CasaMagdalenaCo,509,1082
Eilen2759,298,468
cclementeg,218,324
weritaCortez12,36,48
truita_armada,355,280
cgtford,818,757
Miriel66,64,98
abelsannn_abel,9,10
torrewhitey,35140,3382
AyemOskoz,438,1297
ddtajuelo,365,584
CGTIndraMadrid,918,553
STOPEREIndra,281,62
lucaconte,131,240
Rockcio2014,36,371
thetoxicguy,221,440
MPozosierra,1730,1709
AbrahamEortizr,237,1519
francis93481220,342,1721
realDonaldTrump,12901266,41
j_a_serrano,723,609
AnatacuriAna,165,218
SrtoLauro,679,93
almadorantesr_r,57,214
pekebu,132,811
americagar,121,696
parytaim,284410,296820
Ms13Melhem,297,480
glieccentrici,1183,801
FabrizioLorusso,1145,887
CarmillaOnLine,8857,232
ExOpgJesopazzo,2071,553
Ed_Arcoiris,183,91
ar_cecy,447,1554
Dante_Pop,1038,134
SuperHero626,3,95
felixag36009548,184,774
AlcoSanseLucha,724,377
LAFAYETTERICO,670,1090
Cerecita46,988,2106
MorenaInter,2722,0
fx00442965,31,34
eresag,27,147
MsolHernandez,2499,1770
rodriguezmonos,1058,142
LETICIA777,3565,3299
biblioseyrl,56,303
Vikimujerlibre,168,367
nurialpik,1990,2109
bsimavilla,878,831
Maxtor0077,3726,2538
fersaba73,19,47
azuquinones,100,79
ManuelAmellerRe,671,378
SergioL00613650,9,87
Javermas,126,217
CNN,29073723,1121
RT,15369,483
prensacuba,134023,208
Revela,466,1218
qkey07,938,1923
Pitayo1998,761,1615
AlcantaraIker,343,314
londrestours,602,401
RONIUSKO,1028,1439
KarLeRu,159,123
javivacas,6675,4003
Depedromusic,11455,531
radiobilingue,2477,526
ToniMor1969,157,74
psqivonne,405,1161
monkafernandez,108,248
MCteloARDILA,228,315
MarinahOfficial,1413,793
joselui61999669,75,14
SusanatraOK,156,239
GuerillaGrrl,1267,1405
Embamexru,9614,708
LondonMxSol,1312,1211
jesusvfisb,95,355
Marcdurandch,493,1520
josueiatrogenia,48,286
ValdezVera,16543,14513
la_chupamirto,150,382
george_bulsara,143,60
sam_lagosz,39,324
QUINTANA_MNS,4802,3669
secuaz,1519,1882
beticho,20,75
aspenceiee,9,95
juliocesar_c,13,43
jcarlosgond,161,148
ajuanmarti1,161,167
anliojma,10,47
azor26,1078,2170
AnjelicaBavi,80,190
DickinsonEmily3,316,598
elkikepe,162,138
Adriana899,83,100
arangog,161,350
autaut451,179,226
el_telegrafo,372147,6637
agoravoxitalia,4308,412
monikarc,68,106
Rivo669,704,2918
asja940165,9,130
martaebo,411,1898
pierreducrozet,248,407
Osmava29,239,546
sergiorcd1906,1096,625
gguapillo,532,1752
nuestravision,64987,7317
MichoacanAlDia,2410,745
terraliberada,772,1150
instabilivagant,759,1511
ZerpaBetty,981,1445
atletico47,1208,832
PepeSanguino,61,517
antoniohcrv,121,239
ReneChapachuca,277,1384
cronopioespera,578,472
cmaudet22,193,109
unacronopiia,369,632
CHACAO_FJD,4133,4910
Politica,848,354
320_864,92,59
morganrcu,764,902
topiwapiwaxifan,73,290
ROMARITERE,19,134
PBIFrance,507,477
MontanaOne,172,123
anafv,192,335
MiguelEncisoM,63,152
moctezumadelpue,1278,2138
chuyitaa25,1002,2277
apoyoxaviergob,258,600
BeatrizArroyo17,129,110
CJC_Media,19726,4796
chelivega,936,2169
MMarinMadrazo,165,518
alejandra271010,220,449
samiajose,1696,1115
FioreFloresC,245,575
CarlosGtz5,196,141
LuluChaD2,134,481
CuleFer,6871,5818
Puchinga2,167,172
liliku52,513,427
mavifesa,390,676
vdifiore,3880,688
mad_mejia,196,312
AnibalMartin87,463,883
ringo000ooo,46,99
Poder0brero,6430,30
piluli1976,1972,655
correspobrerx,195,361
miatripodijust1,327,400
ALEXCARPIZO,9391,9829
hollyhooney27,3201,244
Bruna_toar,93,421
shayaselva,159,239
InfoPremsa,460,654
CGT_UPC,712,415
MaxiOv13,76,185
susanasal3,647,894
EscofetAlbert,3070,1994
mtzcanobra,2447,2064
daniel_vidable,267,437
Natasha12483,1093,630
PowerUribista,2760,2728
mexicoccg,269,354
cesarca26168688,305,756
bettinagalo,3967,4497
esblurmx,123,302
EsplFrancisca,70,124
BatykInes,32,124
RobertoGarcaFe2,99,215
PFronti,194,275
tureihead,485,2009
Javi_elseijas,450,253
EMILIANOSVILLAR,207,403
ngustavo68,167,273
liclemusaurelio,4,92
nydominguez84,128,416
MarioIsmaelLop1,28,149
lapequeRo,477,464
luismolina80,771,648
natutiele,149,784
iualmunecar,1375,1935
decastro042,34,66
Croquisero,99,98
2000Alma,131,287
anasusbuffi,12,80
GinaAB,233,469
emilipau2001,64,111
camargoiu,386,123
aiparaguay,10297,1493
ZulemaPaniagua,172,183
MarcoMSarmiento,330,730
sory1975,247,747
ximevalv,410,510
__aratam,970,730
_SuyaMiGuerra,1203,516
uliarevalo,1347,2582
gerardo266,21,30
adbenito97,423,644
AjzGummy,88,854
Brugarolas92,442,601
raul_obando16,149,444
monikfa,274,1034
Tim0chenk0,3674,2964
sakatepongolas,233,468
InfoPlazademayo,880,446
youcita1974,39,270
MannyZu,408,687
ViceVersaMagaz,5353,4392
momentuslife,20,96
trevis79,52,173
ArenasLuisK,146,203
tryo1,4097,4999
Majo38872525,6,20
ronaldferney,204,503
OscarDelDiablo,9338,603
rodisland_69,100,87
Justinaenlucha,700,1267
Danielowsky_,479,326
cesarinyn,29,37
Bar_ibc,1135,1053
El_Contrapeso,212,73
EleazarRomanAl1,20,111
gsukeban,522,230
yeziva,213,154
ValeriaFlorent7,58,234
Normiux2013,53,165
Victoria_Manda,168,277
shio_macias,105,472
GualaJohanna,97,95
PatiRadaSalazar,2205,2514
yommivero,466,1151
jimejbc,56,198
ClouthierManuel,70732,386
gtcomunicadora,1064,541
sublinismo,397,463
HectorAliu,368,646
Luca_Ae,2920,739
ANTUANIOLI,890,1523
GaluCancun,9461,5315
indianajuntx,353,733
maurorube,8,58
JLobo2011,3071,3194
YahooNoticias,93660,46
AnaAgp_1967,1145,1932
BoOkles,122,87
cas_sabido,36,68
JaevNeg,195,403
ReporteroUrban,1103,913
diego27cisneros,381,458
celipoloni,529,342
DannLopz,189,162
rossaguilar2002,87,244
niky731,44,149
Cap7101,37,97
Lismary74,33,84
Riddick984,3,53
CancunForos,92717,23679
JoseRam70121641,58,253
misabelchandia,412,185
fjcarg,3601,1578
DlrvFran,51,117
JoelLop04357355,132,438
Cecy_panbolera,396,391
Yoko_Kuramaa,178,179
lizalarraguivel,3838,1129
MAS_Puebla,2286,2292
quorum_mx,3617,637
rocmimans,497,555
turis4,123,128
DAVADER1,213,746
unciegocomoyo,241,473
CJCMadrid_,3006,1019
MONSA68,1501,250
gerarmontoya,312,979
vianeyesquinca,14381,2768
rosiieglz_,309,799
gilberrodt,571,4992
clubmares,213,312
GraciaEztivalis,20,92
ranchobelloco,413,1095
vivian_lavin,461,319
Shal_Fifar,393,1103
UniTvUAEM,44,158
santisvirus,340,2407
Xeva_Noticias,7009,801
patdeicaro,107,352
marioamontero,4580,2881
edebianchetti,485,536
aitormxl,573,189
Netzai_Sandoval,11713,3376
Orlandodi13,66,46
Lrafaello,24,133
lucazortega,26,89
FaTIMSS,92,631
VicenteSerrano,5606,6157
ticmon22,102,620
Aitortxxuu,178,362
felix737879,583,1849
sergiortizramz,88,314
AnaLucyMarquez,622,820
ladrillodgo,241,418
MarcoArturoDel,671,1139
el_bollis,66,79
HolaHuehuetoca,227,44
top_speed_70,195,747
eugeniarius,704,1548
ChechiAlvarado,8657,728
elsdon75,83,122
emanuelorozcone,629,339
juanfanara,1925,2958
Monicachuji,10986,491
Ja_Ort,2317,2454
alex_vogager,3527,3626
AlexisMichi,211,197
AmigosUAEH,342,928
ana_wau,986,1208
TITANR101CK,263,201
karukolo,774,751
patocolace,1173,1841
kludiett,456,399
Karinita40,408,286
IrrompiblesSFe,445,927
Irondie,533,776
CarreonBoni,30,84
alejadesing,206,378
PTPueblaOficial,1176,802
AturoLS,168,265
ZaaTerciopelo,253,212
MarksMen6,37,250
CronicasSabado,3225,69
corapesatelital,7575,939
Eddiepapi_Mr,680,598
BetitoHapo,387,272
SpaAkua,388,1424
CastingMass,888,1618
Sigueaenfoque,3646,567
anderson_wick,95,378
Javier89840265,15,108
tepatiketl,1242,984
WolfangGalindo,134,51
FilipoOcadiz,344,665
Pagina24Jal,689,1695
jayartmorales,42,35
liebebird,8,141
eprofruvercol,27,107
revista_turba,1392,2005
mireyave,7006,7112
Ray_Zubiri,3336,3030
JoelAguirreA,14044,7772
oskar125,5900,6008
LourrCasla,876,786
lenriquearce,60,158
fcgrudo,98,276
jardelrivero,746,548
elconejodela,439,451
martibatres,84416,371
RedesCursos,1314,738
Teredevaca,252,100
mazatlea,56,223
jimeluxo,434,458
TodosPorCuerna,284,277
corcalcla,73,88
BarcojotaJuan,19,53
jesusglezmx,96,91
MoiSanare,223,120
FrydaGonzalez,228,333
ahauik1320,224,914
cuentosdemate,270,263
OccupyWallStNYC,206099,12863
AgusComunica,462,765
QRooGrafico1,2192,5003
forodeaduanas,644,743
rko_granados,821,2013
Proyecto21_20,43,112
CLOC_LVC,4017,145
TseaGuats,187,790
showdecolombia,2322,1093
mercedesmusica,155,47
vannediaz2011,44,114
armayacastro,3553,1784
Marickleta,80,463
RomaIvonne,44,241
Dennisalberto_g,98,218
MachinisP,21,202
Jagotyo,110,277
santgiralt,2540,806
fedesago,46,174
Gabriel83227479,24,21
NGNoticiasmx,87,373
symbogota,175,666
lillydelgadog,5339,213
GEOGAMBOA,3156,1924
Jotajoteando,80,423
MelGorondyNovak,1819,1969
NefertyE,18,78
BrenViDa,242,352
Pastorospina,3212,4228
CLeonPerea15,42,79
RodriiguezMaca,68,101
PMirador,3507,1765
danygalindo,14816,707
reportejal,577,496
_EnGdl,28640,455
YEFERSON_MH,163,200
sofyvaldivia,29201,1319
gallogarcini,238,304
miuralara,233,576
RobinCusa1,6,36
INGERADDECOLOMB,190,957
CareagaS,17,129
FISSGAY,24,18
Angela_FriasA,517,596
Flossy_Frumoasa,1102,1300
Ale_Itumar,256,246
yougocolombia,1654,2062
alc18_74988,256,654
ange_lezama,45,110
el_primercafe,3995,345
Amsalazar,43328,1248
meza2017g,23,55
saidtucan,1670,1172
Revista_Tucan,6036,67
elias1698,554,2390
agustincadena45,47,214
SsamyIs,281,271
Poesia_y_Versos,1729,924
chuchonews,454,975
maaguubuuroo,151,162
_Christian_gol,237,1070
